pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
3702,planning,The Underpass Project at Uptown Station,"Illinois,DOT,underpass,uptown station,passenger rail,internmodal,IL",United States,"Normal, Illinois",Transport,Multimodal,23,Public,2021-03-01,2022-12-01,,Illinois DOT,40.51177,-88.994481,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Normal, Illinois""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Normal"",""adminArea5Type"":""City"",""adminArea4"":""McLean County"",""adminArea4Type"":""County"",""adminArea3"":""IL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.51177,""lng"":-88.994481},""displayLatLng"":{""lat"":40.51177,""lng"":-88.994481}}]}]}"
3705,planning,Washington Bridge Rehabilitation and Redevelopment Project,"Rhode Island,RI,Washington,Bridge,Rehabilitation,I-195,Gano St",United States,"Providence, Rhode Island",Transport,Bridges,70,,2021-06-01,2023-06-01,,RI DOT,41.823989,-71.412834,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Providence, Rhode Island""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Providence"",""adminArea5Type"":""City"",""adminArea4"":""Providence"",""adminArea4Type"":""County"",""adminArea3"":""RI"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.823989,""lng"":-71.412834},""displayLatLng"":{""lat"":41.823989,""lng"":-71.412834}}]}]}"
3724,planning,I-90 - Geiger Interchange Improvements,"Washington,State,DOT,I-90,Geiger,Interchange,WA",United States,"Four Lakes, Washington",Transport,Highways,15,Public,2021-03-01,2022-03-01,,Washington State DOT,47.560607,-117.594581,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Four Lakes, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Four Lakes"",""adminArea5Type"":""City"",""adminArea4"":""Spokane County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""99014"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.560607,""lng"":-117.594581},""displayLatLng"":{""lat"":47.560607,""lng"":-117.594581}}]}]}"
3717,conceptual,Bay State Wind Project,"Bay,State,Wind,Project,BSW,Offsore,MA",United States,"Martha’s Vineyard, Massachusetts",Energy,Generation — Renewables,1000,Private,2021-06-01,2024-06-01,,Bay State Wind LLC,41.391883,-70.620854,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Martha\u2019s Vineyard, Massachusetts""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""West Tisbury"",""adminArea5Type"":""City"",""adminArea4"":""Dukes County"",""adminArea4Type"":""County"",""adminArea3"":""MA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XXX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.391883,""lng"":-70.620854},""displayLatLng"":{""lat"":41.391883,""lng"":-70.620854}}]}]}"
3727,feasibility,US 101 - Elwha River Bridge - Bridge Replacement,"Elwha,River,Bridge,Washington,State,DOT,Department,Transportation,US 101,WA",United States,"Elwha, Washington",Transport,Bridges,34,Public,2021-03-01,2022-09-01,,Washington State DOT,48.057562,-123.598785,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Elwha, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Elwha"",""adminArea5Type"":""City"",""adminArea4"":""Clallam County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""98363"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":48.057562,""lng"":-123.598785},""displayLatLng"":{""lat"":48.057562,""lng"":-123.598785}}]}]}"
3729,planning,SR 241 - Mabton Vicinity - Retrofit Bridges,"Washignton,State,DOT,SR 241,Mabton,Vicinity,Retrofit,Bridge,WA",United States,"Mabton, Washington",Transport,Bridges,6,,2021-06-01,2022-06-01,,Washington State DOT,46.214848,-119.996708,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Mabton, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Mabton"",""adminArea5Type"":""City"",""adminArea4"":""Yakima County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":46.214848,""lng"":-119.996708},""displayLatLng"":{""lat"":46.214848,""lng"":-119.996708}}]}]}"
3734,planning,I-5 - SR 161/SR 18 Triangle Improvements,"SR 18,I-5,SR 161,Phase 2,South 365th St,Triangle,Washington,DOT,WA",United States,"Federal Way, Washington",Transport,Highways,85,Public,2023-06-01,2027-06-01,,Washington State DOT,47.313494,-122.33931,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Federal Way, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Federal Way"",""adminArea5Type"":""City"",""adminArea4"":""King County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.313494,""lng"":-122.33931},""displayLatLng"":{""lat"":47.313494,""lng"":-122.33931}}]}]}"
3633,feasibility,I-285 Top End Express Lanes,"Georgia,DOT,I-285,SR 400,NWC,I-75,Major Mobility Investment Program,Transport,Highways,GA",United States,"Cumberland, Georgia",Transport,Highways,5500,Public,2023-06-01,2028-06-01,,Georgia State DOT,33.850674,-83.462662,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Cumberland, Georgia United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Cumberland"",""adminArea5Type"":""City"",""adminArea4"":""Oconee County"",""adminArea4Type"":""County"",""adminArea3"":""GA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""30621"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":33.850674,""lng"":-83.462662},""displayLatLng"":{""lat"":33.850674,""lng"":-83.462662}}]}]}"
3842,planning,Provident Hospital Replacement,"chicago,IL,hospital",United States,"Bronzeville, Illinois",Social,Hospitals,240,Other,1111-11-11,2023-04-01,,Cook County Health,41.830867,-87.62644,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Bronzeville, Illinois""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Chicago"",""adminArea5Type"":""City"",""adminArea4"":""Cook County"",""adminArea4Type"":""County"",""adminArea3"":""IL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""60609"",""geocodeQualityCode"":""A6XXX"",""geocodeQuality"":""NEIGHBORHOOD"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.830867,""lng"":-87.62644},""displayLatLng"":{""lat"":41.830867,""lng"":-87.62644}}]}]}"
3661,feasibility,Theia CA TSN Data Analytics Processing Center (243 Jobs by November 2020),"data,processing,analytic,CA",United States,"Sacramento, CA",Information & Communication Technologies,Other,1321,Private,2020-06-01,2022-09-01,"FIP Construction, Inc.","Theia Group, Inc.",38.581572,-121.4944,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Sacramento, CA United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Sacramento"",""adminArea5Type"":""City"",""adminArea4"":""Sacramento County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.581572,""lng"":-121.4944},""displayLatLng"":{""lat"":38.581572,""lng"":-121.4944}}]}]}"
3764,planning,US 64 (State Route 40) Bridge Replacement,"Tennesee,DOT,Bridge,US 64,SR 40,State Route 40,Replacement,TN",United States,"Benton, Tennessee",Transport,Bridges,13,,2020-07-01,2022-05-01,"Charles Blalock &amp; Sons, Inc.",TDOT,36.034529,-88.101285,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Benton, Tennessee""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Benton County"",""adminArea4Type"":""County"",""adminArea3"":""TN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XXX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.034529,""lng"":-88.101285},""displayLatLng"":{""lat"":36.034529,""lng"":-88.101285}}]}]}"
3774,planning,(MEMORIAL BLVD.) FROM EAST OF COOKS VALLEY ROAD TO I-81 IN KINGSPORT,"TDOT,Tennessee,Memorial,Blvd,Boulevard,East of Cooks Valley,I 81,Kingsport,TN",United States,"Kingsport, Tennessee",Transport,Highways,65,,2021-06-01,2022-06-01,,Tennessee Department of Transportation,36.550238,-82.559429,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Kingsport, Tennessee""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Kingsport"",""adminArea5Type"":""City"",""adminArea4"":""Sullivan County"",""adminArea4Type"":""County"",""adminArea3"":""TN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":36.550238,""lng"":-82.559429},""displayLatLng"":{""lat"":36.550238,""lng"":-82.559429}}]}]}"
3778,planning,"23rd St, Columbus","Nebraska,DOT,US 81,23rd St,NE",United States,"Columbus, Nebraska",Transport,Highways,19,Public,2022-06-01,2023-06-01,,Nebraska DOT,41.429626,-97.368429,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Columbus, Nebraska""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Columbus"",""adminArea5Type"":""City"",""adminArea4"":""Platte County"",""adminArea4Type"":""County"",""adminArea3"":""NE"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.429626,""lng"":-97.368429},""displayLatLng"":{""lat"":41.429626,""lng"":-97.368429}}]}]}"
3785,planning,US-6 and US-34 in Hastings,"US 6,Nebraska,Hastings,DOT,US 34,NE",United States,"Hastings, Nebraska",Transport,Highways,8,Public,2021-04-01,2022-10-01,,Nebraska DOT,40.586125,-98.388393,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Hastings, Nebraska""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Hastings"",""adminArea5Type"":""City"",""adminArea4"":""Adams County"",""adminArea4Type"":""County"",""adminArea3"":""NE"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.586125,""lng"":-98.388393},""displayLatLng"":{""lat"":40.586125,""lng"":-98.388393}}]}]}"
3786,planning,US-81 To Belden,"US 20,Highway,Nebraska,DOT,US 81,NE",United States,"Randolph, Nebraska",Transport,Highways,14,Public,2021-04-01,2022-10-01,,Nebraska DOT,42.378742,-97.356937,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Randolph, Nebraska""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Randolph"",""adminArea5Type"":""City"",""adminArea4"":""Cedar County"",""adminArea4Type"":""County"",""adminArea3"":""NE"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":42.378742,""lng"":-97.356937},""displayLatLng"":{""lat"":42.378742,""lng"":-97.356937}}]}]}"
3793,planning,NH-30-4(162) In Grand Island Bridges,"Nebraska,DOT,US 30,bridge,US 281,N 2,162,Grand Island,NE",United States,"Grand Island, Nebraska",Transport,Bridges,5,Public,2023-04-01,2023-10-01,,Nebraska DOT,40.924271,-98.338685,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Grand Island, Nebraska""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Grand Island"",""adminArea5Type"":""City"",""adminArea4"":""Hall County"",""adminArea4Type"":""County"",""adminArea3"":""NE"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.924271,""lng"":-98.338685},""displayLatLng"":{""lat"":40.924271,""lng"":-98.338685}}]}]}"
1773,procurement,Portal North Bridge Project,"bridge, capacity, train,amtrak,NJ,NY,Stimulus",United States,"Secaucus, NJ, US",Transport,Transit,1600,Public,1111-11-11,2024-12-01,Amtrak,NJ Transit,40.789929,-74.056673,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Secaucus, NJ, US United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Secaucus"",""adminArea5Type"":""City"",""adminArea4"":""Hudson County"",""adminArea4Type"":""County"",""adminArea3"":""NJ"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.789929,""lng"":-74.056673},""displayLatLng"":{""lat"":40.789929,""lng"":-74.056673}}]}]}"
